19, 27.926560461842577
47, 60.043757232299264
31, 23.293788994188905
17, 60.021188761979175
2, 59.99848206654587
20, 23.416243241303743
13, 27.328259200886983
15, 31.976793274994808
21, 27.238060980152873
49, 60.07463299970305
37, 60.012585884600604
23, 34.71490501114244
1, 52.14692004786376
46, 60.050619390201675
45, 60.028234222848475
16, 59.985395776270174
22, 20.681329803335792
7, 36.176706344832496
10, 24.105464919874784
26, 55.62915465976321
35, 60.03369370308476
25, 60.00980521707408
56, 59.83488476677304
32, 60.02076125433515
24, 60.01687740058851
36, 59.9979916744062
9, 22.931713041543617
29, 36.93665054661803
53, 60.07092344930164
51, 59.86217004954945
33, 60.04112020565219
6, 32.55495679105743
39, 60.02557954404111
41, 60.01359026595743
5, 58.63225606777259
54, 59.832997811461276
58, 60.054811580388176
27, 58.66736236865831
57, 59.86406003487568
38, 60.01038892032616
11, 37.291615777502514
34, 60.071140647029004
50, 59.85316149412367
44, 60.02520272881387
42, 60.02596409813288
3, 59.52836642585008
52, 60.04943073474172
48, 60.044720892595684
59, 59.95137954721046
4, 60.0625400673092
40, 60.025873824331235
30, 22.075433789668637
43, 60.024643919435626
18, 49.97816504323264
28, 23.175377393482446
12, 22.00700232885616
14, 26.744316972873648
55, 59.83370169743139
8, 27.279800099894373
