1,49.5078125
2,89.599609375
3,101.400390625
4,183.18359375
5,130.5107421875
6,201.3173828125
7,211.78125
8,254.60546875
9,243.53125
10,222.07421875
11,263.0390625
12,234.80859375
13,237.5078125
14,249.375
15,225.1953125
16,262.05078125
17,241.8759765625
18,219.109375
19,263.669921875
20,241.072265625
21,278.064453125
22,248.275390625
23,230.595703125
24,268.67578125
25,241.8671875
26,278.1357421875
27,259.2802734375
28,237.1552734375
29,224.9169921875
30,262.5966796875
31,240.921875
32,274.8125
33,232.7890625
34,240.8203125
35,243.76953125
36,243.96484375
37,243.96484375
38,243.96875
39,243.96875
40,243.9814453125
41,243.9853515625
42,243.9853515625
43,243.9853515625
44,243.9892578125
45,243.361328125
46,243.361328125
47,243.365234375
48,243.365234375
49,243.365234375
50,243.369140625
51,243.369140625
52,243.369140625
53,243.373046875
54,243.373046875
55,243.373046875
56,243.376953125
57,243.376953125
58,243.376953125
