1,108
2,119
3,119
4,94
5,16
6,34
7,100
8,80
9,108
10,117
11,114
12,117
13,118
14,118
15,117
16,115
17,117
18,119
19,115
20,118
21,118
22,118
23,117
24,118
25,118
26,119
27,118
28,117
29,118
30,118
31,115
32,113
33,116
34,119
35,117
36,117
37,117
38,118
39,119
40,119
41,120
42,119
43,119
44,119
45,35
46,24
47,23
48,23
49,24
50,24
51,24
52,24
53,23
54,24
55,24
56,24
57,23
58,23
59,23
