1,16.7587890625
2,91.3974609375
3,149.8916015625
4,168.6943359375
5,172.658203125
6,176.333984375
7,165.9931640625
8,166.8330078125
9,178.0615234375
10,218.0478515625
11,191.515625
12,191.69140625
13,155.513671875
14,156.2685546875
15,195.1630859375
16,195.9990234375
17,201.3037109375
18,133.5693359375
19,136.7490234375
20,137.7998046875
21,140.267578125
22,142.232421875
23,144.0615234375
24,146.490234375
25,148.5576171875
26,150.173828125
27,151.1787109375
28,156.220703125
29,165.7666015625
30,169.0244140625
31,169.1845703125
32,132.5166015625
33,167.6103515625
34,169.9716796875
35,147.5908203125
36,150.6982421875
37,154.0419921875
38,155.2900390625
39,157.6015625
40,160.5390625
41,162.6630859375
42,164.24609375
43,167.048828125
44,172.041015625
45,178.248046875
46,178.732421875
47,178.990234375
48,179.244140625
49,179.408203125
50,179.662109375
51,179.833984375
52,141.818359375
53,142.068359375
54,142.185546875
55,142.435546875
56,142.689453125
57,142.927734375
58,143.111328125
59,143.275390625
