1,19.0126953125
2,86.2783203125
3,286.0947265625
4,124.787109375
5,157.705078125
6,192.9775390625
7,227.3291015625
8,259.9111328125
9,229.013671875
10,238.447265625
11,248.001953125
12,257.5546875
13,267.2421875
14,231.83203125
15,241.79296875
16,250.7421875
17,261.4375
18,271.1669921875
19,281.0048828125
20,240.6689453125
21,250.5439453125
22,263.7890625
23,271.5244140625
24,273.1962890625
25,273.5908203125
26,273.5986328125
27,273.6142578125
28,273.6142578125
29,273.6181640625
30,273.6181640625
31,273.6220703125
32,273.6220703125
33,273.6220703125
34,273.6220703125
35,273.6259765625
36,273.6259765625
37,273.6259765625
38,273.6298828125
39,273.6298828125
40,273.6298828125
41,273.6376953125
42,273.65625
43,273.65625
44,273.66015625
45,273.5986328125
46,273.5966796875
47,273.6005859375
48,273.6005859375
49,273.6005859375
50,273.6044921875
51,273.603515625
52,273.607421875
53,273.607421875
54,273.607421875
55,273.611328125
56,273.611328125
57,273.611328125
58,273.6142578125
